timestamp,Puerto Madryn Temperature [2 m elevation corrected],Puerto Pirámides Temperature [2 m elevation corrected],Puerto Madryn Growing Degree Days [2 m elevation corrected],Puerto Pirámides Growing Degree Days [2 m elevation corrected],Puerto Madryn Temperature [1000 mb],Puerto Pirámides Temperature [1000 mb],Puerto Madryn Temperature [850 mb],Puerto Pirámides Temperature [850 mb],Puerto Madryn Temperature [700 mb],Puerto Pirámides Temperature [700 mb],Puerto Madryn Sunshine Duration,Puerto Pirámides Sunshine Duration,Puerto Madryn Shortwave Radiation,Puerto Pirámides Shortwave Radiation,Puerto Madryn Direct Shortwave Radiation,Puerto Pirámides Direct Shortwave Radiation,Puerto Madryn Diffuse Shortwave Radiation,Puerto Pirámides Diffuse Shortwave Radiation
20190827T0000,5.6029143,8.004569,0.0,0.0,8.38,9.14,-2.59,-1.82,-8.07,-7.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0100,4.722914,6.904569,0.0,0.0,7.9,8.69,-2.78,-1.99,-7.52,-7.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0200,3.6829143,6.064569,0.0,0.0,7.52,8.21,-2.62,-1.97,-7.03,-6.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0300,2.382914,5.434569,0.0,0.0,7.42,7.81,-2.27,-1.78,-6.75,-6.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0400,1.3629141,4.874569,0.0,0.0,7.56,7.52,-1.97,-1.57,-6.71,-6.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0500,1.0729141,5.144569,0.0,0.0,7.7,7.37,-1.72,-1.45,-6.6,-6.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0600,0.92291415,5.424569,0.0,0.0,7.47,7.3,-1.76,-1.67,-6.59,-6.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0700,0.7029141,4.7845693,0.0,0.0,7.4,7.3,-1.51,-1.48,-6.4,-6.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0800,0.7929141,3.5545692,0.0,0.0,7.49,7.43,-1.52,-1.96,-5.92,-5.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T0900,1.2329142,5.7845693,0.0,0.0,8.3,8.5,0.57,0.07,-6.14,-5.57,59.234043,59.234043,88.11,98.79,46.7875,52.655293,41.322502,46.13471
20190827T1000,6.962914,9.594569,0.0,0.0,7.55,8.45,0.43,0.37,-5.48,-5.04,59.61702,59.61702,258.1,268.78,145.09802,151.6195,113.00199,117.1605
20190827T1100,11.182914,11.804569,0.049288075,0.07519039,9.08,9.62,0.97,1.14,-5.28,-4.96,59.234043,58.723404,399.61,408.50998,235.20815,241.15596,164.40184,167.35402
20190827T1200,13.2129135,11.82457,0.13387139,0.076023735,10.77,10.07,1.05,2.14,-5.69,-5.2,0.0,0.0,492.16998,398.72,299.46735,267.9671,192.70264,130.7529
20190827T1300,13.002913,12.36457,0.1251214,0.098523736,11.28,10.79,0.72,1.32,-4.49,-4.32,0.0,0.0,280.35,296.37,123.31258,142.52223,157.03743,153.84776
20190827T1400,14.892914,13.69457,0.20387141,0.1539404,13.01,11.6,1.51,2.17,-4.36,-3.73,0.0,0.6382978,411.18,447.66998,340.04852,317.5907,71.13147,130.07928
20190827T1500,15.152914,13.764569,0.21470475,0.15685706,13.59,12.03,4.08,2.98,-3.04,-3.16,30.638298,55.595745,528.66,545.57,326.71237,337.2199,201.9476,208.3501
20190827T1600,15.152914,13.934569,0.21470475,0.16394038,14.19,12.77,6.5,4.81,-1.81,-1.74,53.68085,56.170216,472.59,463.69,285.336,279.78503,187.254,183.90495
20190827T1700,15.482914,13.98457,0.22845475,0.16602373,14.25,13.29,9.1,6.85,-1.77,-0.96,9.574467,36.38298,349.77,348.88,203.55383,202.74406,146.21616,146.13594
20190827T1800,15.482914,13.90457,0.22845475,0.1626904,15.03,13.51,10.28,10.08,0.09,-1.02,0.0,0.0,121.93,177.11,76.5578,97.91445,45.372196,79.19555
20190827T1900,15.062914,13.45457,0.21095474,0.1439404,15.49,14.17,9.11,10.55,0.21,0.51,0.0,0.0,25.81,23.14,13.586097,12.164177,12.223903,10.975822
20190827T2000,15.072914,14.004569,0.21137142,0.16685705,15.99,14.98,9.5,9.19,-1.06,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T2100,15.402914,14.104569,0.22512142,0.17102373,16.4,15.44,9.72,9.26,-1.94,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T2200,15.272914,14.16457,0.21970475,0.17352374,16.29,15.78,9.49,10.16,-1.22,-1.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190827T2300,15.412913,14.36457,0.22553806,0.18185706,16.17,16.07,8.72,10.48,-0.84,-1.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0000,14.932914,14.32457,0.20553808,0.1801904,16.05,15.86,8.7,9.37,-1.7,-0.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0100,14.902914,14.15457,0.20428808,0.17310707,16.16,15.55,7.51,8.61,-1.97,-0.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0200,15.142914,13.504569,0.21428807,0.1460237,16.27,14.99,5.98,7.76,-2.68,-2.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0300,13.872913,12.95457,0.1613714,0.123107076,14.96,14.42,4.04,6.32,-3.1,-2.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0400,12.042913,12.07457,0.08512139,0.08644041,12.39,14.43,3.2,4.51,-3.5,-2.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0500,10.4629135,12.314569,0.019288063,0.0964404,10.83,12.84,2.14,3.59,-4.69,-3.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0600,9.042913,10.90457,0.0,0.0376904,9.8,11.14,0.96,2.72,-5.93,-4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0700,7.5829144,10.004569,0.0,0.00019037724,9.22,10.38,0.16,1.8,-6.45,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0800,6.252914,9.16457,0.0,0.0,8.78,9.96,-0.61,0.45,-7.09,-7.09,5.696454,4.022695,0.0,0.0,0.0,0.0,0.0,0.0
20190828T0900,10.272914,11.53457,0.011371414,0.063940406,10.04,11.18,0.06,2.68,-5.92,-5.47,0.0,0.0,66.75,36.489998,35.507187,30.779982,31.242813,5.7100163
20190828T1000,12.312914,12.104569,0.09637141,0.08769039,10.8,11.17,-0.63,1.75,-5.96,-6.17,33.82979,0.0,243.86,111.25,137.32318,57.383774,106.53682,53.866226
20190828T1100,13.492913,12.33457,0.14553805,0.097273745,11.48,11.16,-1.0,0.82,-6.84,-6.9,0.0,0.0,386.25998,176.22,227.71588,72.090034,158.5441,104.12997
20190828T1200,13.202913,12.424569,0.13345473,0.10102371,11.63,11.17,-0.47,0.5,-9.05,-8.55,0.0,0.0,307.05,178.89,211.543,32.507187,95.50698,146.38281
20190828T1300,14.382914,13.314569,0.1826214,0.13810706,12.25,11.58,-0.49,0.96,-9.0,-8.37,3.191489,0.0,427.19998,283.02,304.25027,120.46689,122.949715,162.5531
20190828T1400,14.862914,14.014569,0.20262142,0.16727372,12.94,12.19,0.17,1.17,-9.15,-7.48,0.0,0.0,473.47998,424.53,325.79108,359.30902,147.68889,65.22096
20190828T1500,14.982914,13.7745695,0.20762141,0.15727372,13.45,12.52,0.72,1.24,-10.13,-9.98,0.0,0.0,343.54,346.21,231.9645,236.42859,111.575516,109.78141
20190828T1600,15.792913,14.23457,0.2413714,0.1764404,14.0,12.92,1.2,1.14,-10.78,-9.91,0.0,0.0,337.31,206.48,238.00021,75.35159,99.30978,131.1284
20190828T1700,15.642914,13.83457,0.23512141,0.15977375,14.37,12.42,1.66,1.7,-11.2,-9.64,22.340425,53.61702,347.99,292.81,202.76566,171.23749,145.22433,121.57252
20190828T1800,14.672914,11.314569,0.19470473,0.05477373,14.22,10.37,1.61,2.07,-11.46,-9.4,53.61702,60.0,201.14,197.58,111.57847,109.36004,89.56153,88.21996
20190828T1900,11.032914,9.424569,0.04303809,0.0,13.52,9.45,1.3,1.97,-12.36,-10.09,51.516666,48.7,44.5,39.16,23.43858,20.597948,21.06142,18.562052
20190828T2000,9.432914,8.79457,0.0,0.0,12.19,9.67,0.84,1.84,-12.75,-10.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T2100,8.612914,8.23457,0.0,0.0,11.66,10.39,0.25,1.26,-12.74,-11.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T2200,7.902914,7.984569,0.0,0.0,10.93,11.9,-0.37,0.82,-12.47,-11.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190828T2300,7.262914,8.82457,0.0,0.0,9.83,10.97,-1.13,0.05,-12.38,-12.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0000,6.972914,8.714569,0.0,0.0,8.78,10.04,-2.0,-0.9,-11.8,-11.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0100,6.6229143,8.354569,0.0,0.0,7.99,9.11,-2.69,-1.84,-12.02,-11.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0200,5.722914,7.834569,0.0,0.0,7.18,8.43,-2.53,-2.63,-12.54,-11.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0300,4.7729144,7.174569,0.0,0.0,6.58,7.82,-2.87,-2.62,-12.64,-12.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0400,4.072914,6.644569,0.0,0.0,6.11,7.33,-3.24,-3.0,-12.64,-12.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0500,3.7129142,6.234569,0.0,0.0,5.7,6.55,-3.7,-3.39,-12.86,-12.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0600,3.342914,5.954569,0.0,0.0,3.09,6.22,-2.84,-3.84,-14.18,-13.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0700,2.5729141,5.564569,0.0,0.0,2.2,5.83,-2.8,-2.9,-13.66,-14.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T0800,1.9829142,5.134569,0.0,0.0,1.52,5.39,-2.54,-3.06,-13.75,-13.73,10.033334,13.466666,0.0,0.89,0.0,0.22392571,0.0,0.6660743
20190829T0900,5.512914,6.414569,0.0,0.0,5.18,6.04,-1.79,-2.24,-12.73,-12.66,60.0,60.0,87.22,97.01,46.480236,51.8901,40.739765,45.119904
20190829T1000,8.642914,8.104569,0.0,0.0,7.9,7.26,-1.91,-2.01,-13.01,-12.87,60.0,60.0,255.43,265.22,144.08896,150.12079,111.34103,115.09922
20190829T1100,10.802914,9.464569,0.033454735,0.0,9.79,8.35,-2.28,-2.14,-12.43,-13.0,60.0,60.0,403.16998,412.96,238.08037,244.57594,165.08961,168.38405
20190829T1200,12.192914,11.384569,0.09137142,0.057690382,10.93,10.12,-2.55,-2.45,-11.93,-12.49,53.61702,60.0,516.2,523.32,315.06848,320.16187,201.13152,203.15816
20190829T1300,12.952913,12.214569,0.12303805,0.09227371,11.52,10.79,-2.29,-2.49,-11.93,-12.11,53.61702,53.61702,559.81,574.05,348.35464,357.8109,211.45535,216.23909
20190829T1400,13.602914,12.714569,0.1501214,0.11310705,12.19,11.36,-1.63,-2.16,-13.29,-12.81,53.61702,52.340427,576.72,578.5,360.70697,362.1563,216.01299,216.3437
20190829T1500,14.132914,13.04457,0.17220473,0.12685709,12.75,11.75,-1.02,-1.74,-13.69,-13.32,14.042552,53.61702,547.35,544.68,339.17322,337.56897,208.17677,207.11102
20190829T1600,13.522914,13.28457,0.14678808,0.13685708,12.8,12.23,-0.66,-1.18,-13.63,-13.33,0.0,53.61702,215.37999,462.8,83.09941,279.96094,132.28058,182.83904
20190829T1700,14.282914,12.814569,0.17845476,0.117273726,13.34,12.18,-0.28,-0.9,-13.83,-13.23,0.0,9.574467,316.84,275.9,184.84618,171.02437,131.99382,104.875626
20190829T1800,13.722914,12.74457,0.1551214,0.11435708,13.27,12.34,0.0,-0.48,-13.51,-13.39,0.0,0.0,175.33,97.9,97.37883,73.12577,77.95117,24.774231
20190829T1900,12.272914,11.79457,0.09470475,0.07477375,12.18,11.77,-0.36,-0.2,-13.21,-13.2,32.445034,0.0,42.72,24.92,22.515007,13.115841,20.204994,11.804159
20190829T2000,10.592914,12.07457,0.024704734,0.08644041,10.7,11.92,-1.12,-0.33,-11.89,-13.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T2100,9.292913,10.40457,0.0,0.016857067,9.41,10.57,-1.69,-1.13,-11.71,-12.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T2200,8.442914,9.424569,0.0,0.0,8.55,9.59,-2.04,-1.56,-11.79,-12.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190829T2300,7.5229144,8.754569,0.0,0.0,7.66,8.85,-2.44,-1.88,-11.82,-12.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0000,6.762914,8.224569,0.0,0.0,6.91,8.25,-2.89,-2.44,-11.4,-12.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0100,6.1229143,7.5345693,0.0,0.0,6.26,7.63,-3.49,-3.01,-10.83,-11.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0200,5.3929143,7.094569,0.0,0.0,5.56,7.12,-3.91,-3.52,-10.95,-11.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0300,4.672914,6.644569,0.0,0.0,4.92,6.63,-3.82,-3.85,-11.73,-11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0400,3.852914,6.144569,0.0,0.0,4.25,6.12,-3.37,-3.84,-11.87,-11.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0500,3.122914,5.664569,0.0,0.0,3.75,5.67,-3.05,-3.6,-11.6,-11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0600,2.372914,5.204569,0.0,0.0,3.33,5.23,-3.03,-3.44,-11.33,-11.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0700,1.3229141,4.774569,0.0,0.0,3.15,4.85,-3.13,-3.54,-11.37,-11.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T0800,0.56291413,4.324569,0.0,0.0,3.06,4.48,-3.15,-3.48,-11.83,-11.43,11.3427305,15.133333,0.0,0.89,0.0,0.048926055,0.0,0.84107393
20190830T0900,4.442914,6.634569,0.0,0.0,3.75,5.55,-1.92,-1.36,-11.45,-10.91,36.38298,40.212765,100.57,111.25,53.69275,59.61539,46.87725,51.63461
20190830T1000,7.052914,8.32457,0.0,0.0,6.02,6.55,-2.23,-1.49,-11.32,-10.83,30.638298,0.0,267.0,275.01,150.87952,155.93323,116.120476,119.07678
20190830T1100,8.942914,9.15457,0.0,0.0,7.66,7.12,-2.31,-1.83,-11.2,-10.72,35.744682,0.0,407.62,358.66998,241.10976,213.52744,166.51024,145.14255
20190830T1200,10.4629135,9.98457,0.019288063,0.0,9.01,7.85,-2.55,-2.0,-11.12,-10.61,43.404255,0.0,517.08997,381.81,316.11172,270.2909,200.97824,111.51909
20190830T1300,11.252913,11.16457,0.052204728,0.048523743,9.71,8.75,-2.69,-1.91,-11.16,-10.59,60.0,0.0,577.61,443.22,359.9713,316.36682,217.63869,126.85318
20190830T1400,11.862914,12.004569,0.07762142,0.08352371,10.39,9.52,-2.7,-1.86,-11.43,-11.09,53.61702,0.0,582.95,526.88,365.12347,345.19144,217.82654,181.68857
20190830T1500,12.122913,12.384569,0.08845472,0.099357046,10.81,10.02,-2.32,-2.2,-11.54,-11.49,53.61702,53.61702,542.89996,549.13,336.8718,340.7847,206.02817,208.3453
20190830T1600,12.252913,12.504569,0.09387139,0.10435704,11.06,10.5,-2.03,-2.36,-11.57,-11.5,0.0,53.61702,483.27,465.47,292.9137,281.93756,190.35628,183.53244
20190830T1700,12.102914,12.104569,0.08762141,0.08769039,11.18,10.63,-1.88,-2.35,-11.2,-12.05,0.0,49.787235,349.77,323.07,204.31148,188.43825,145.45851,134.63176
20190830T1800,11.2129135,11.7745695,0.050538063,0.0739404,10.94,10.63,-1.75,-2.26,-11.54,-12.05,53.61702,48.51064,187.79,90.78,104.4251,57.573673,83.36489,33.206326
20190830T1900,8.982914,10.99457,0.0,0.04144041,10.48,10.37,-1.77,-1.93,-12.22,-12.29,53.633335,19.448936,48.95,21.36,25.814413,12.694777,23.135588,8.665224
20190830T2000,7.652914,8.74457,0.0,0.0,10.31,10.16,-1.66,-1.89,-11.94,-12.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T2100,6.702914,7.864569,0.0,0.0,10.07,9.83,-1.57,-1.73,-12.04,-12.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T2200,5.742914,7.204569,0.0,0.0,9.59,9.62,-1.41,-1.69,-12.53,-12.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190830T2300,5.052914,6.514569,0.0,0.0,8.46,9.52,-1.5,-1.76,-12.77,-12.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0000,4.822914,5.914569,0.0,0.0,7.45,8.69,-1.71,-1.8,-12.74,-12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0100,4.802914,5.654569,0.0,0.0,6.83,7.51,-2.28,-1.87,-12.58,-12.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0200,4.472914,5.814569,0.0,0.0,6.31,6.74,-2.79,-2.04,-11.89,-12.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0300,4.172914,6.114569,0.0,0.0,5.77,6.38,-3.11,-2.39,-11.25,-12.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0400,3.7229142,5.954569,0.0,0.0,5.18,5.98,-3.3,-2.71,-11.32,-11.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0500,3.2929142,5.774569,0.0,0.0,4.66,5.85,-3.39,-3.1,-11.44,-11.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0600,2.7929142,5.484569,0.0,0.0,3.98,5.42,-3.63,-3.31,-11.52,-11.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0700,2.0729141,5.134569,0.0,0.0,3.71,5.04,-3.87,-3.55,-11.53,-11.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T0800,1.5129142,4.864569,0.0,0.0,3.32,4.64,-4.26,-3.84,-11.64,-11.46,13.4,16.8,0.0,1.78,0.0,0.79463506,0.0,0.9853649
20190831T0900,4.472914,6.854569,0.0,0.0,3.87,5.56,-2.83,-2.52,-11.82,-11.98,60.0,60.0,96.119995,106.799995,51.410755,57.334774,44.70924,49.46522
20190831T1000,7.4129143,7.884569,0.0,0.0,5.4,5.87,-2.9,-2.79,-11.91,-12.01,60.0,60.0,265.22,275.01,150.13531,156.20377,115.084694,118.806244
20190831T1100,8.932914,8.70457,0.0,0.0,6.44,6.23,-3.11,-2.95,-12.12,-12.18,60.0,60.0,413.85,422.75,245.20132,251.20279,168.64868,171.54721
20190831T1200,10.152914,9.504569,0.0063714185,0.0,7.37,6.78,-3.49,-3.02,-12.4,-12.4,60.0,60.0,525.99,533.11,322.05917,327.1756,203.93082,205.93437
20190831T1300,11.282914,10.23457,0.053454757,0.009773731,8.35,7.37,-3.87,-3.35,-12.81,-12.67,60.0,60.0,594.52,598.97,371.0631,374.45526,223.4569,224.51472
20190831T1400,11.852914,10.83457,0.07720474,0.03477375,8.95,8.06,-3.68,-3.7,-14.02,-13.24,28.085108,53.61702,591.85,607.87,371.22296,381.61707,220.62703,226.25293
20190831T1500,12.072914,11.304569,0.08637142,0.05435705,9.25,8.64,-3.91,-3.83,-15.25,-14.29,10.212765,22.340425,499.28998,548.24,322.66077,340.68692,176.62921,207.55307
20190831T1600,11.452913,10.764569,0.060538054,0.031857055,8.87,8.75,-4.34,-4.27,-15.5,-15.06,37.02128,0.0,493.06,319.51,299.23178,251.18669,193.82822,68.32332
20190831T1700,10.262914,9.61457,0.010954738,0.0,8.08,7.73,-4.86,-4.75,-15.98,-15.61,53.61702,10.851063,364.00998,157.53,212.89246,67.50036,151.11752,90.02964
20190831T1800,9.432914,7.294569,0.0,0.0,7.9,5.49,-4.9,-4.8,-16.54,-16.04,60.0,60.0,209.15,119.259995,116.44267,78.52948,92.70732,40.73051
20190831T1900,8.812914,6.214569,0.0,0.0,7.81,5.31,-4.92,-5.34,-17.02,-16.16,0.0,51.833332,51.62,47.17,27.239271,24.856798,24.380728,22.3132
20190831T2000,8.652914,6.344569,0.0,0.0,7.35,5.59,-5.33,-5.7,-17.49,-17.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T2100,7.3529143,6.194569,0.0,0.0,6.27,5.38,-5.88,-5.91,-17.92,-17.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T2200,5.0229144,5.864569,0.0,0.0,5.38,5.07,-5.68,-6.18,-17.38,-17.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190831T2300,3.7829142,5.674569,0.0,0.0,4.79,4.94,-5.83,-6.45,-16.33,-17.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0000,2.602914,5.344569,0.0,0.0,4.43,4.69,-6.11,-6.35,-15.43,-16.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0100,1.7729142,5.124569,0.0,0.0,4.14,4.64,-6.18,-6.3,-14.33,-15.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0200,0.81291413,4.854569,0.0,0.0,4.04,4.59,-6.16,-6.23,-13.26,-15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0300,0.022914127,4.484569,0.0,0.0,3.91,4.51,-6.08,-6.12,-12.23,-13.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0400,-0.5870859,3.6645694,0.0,0.0,3.54,4.4,-5.99,-6.07,-11.66,-12.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0500,-1.067086,3.0045693,0.0,0.0,3.38,4.24,-5.88,-6.04,-11.47,-11.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0600,-1.6270859,2.7845693,0.0,0.0,3.51,4.02,-5.56,-5.9,-11.96,-11.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0700,-2.1970859,2.7045693,0.0,0.0,3.52,3.96,-5.53,-5.83,-11.9,-11.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T0800,-2.7570858,2.6145692,0.0,0.0,3.26,3.94,-5.46,-5.79,-11.76,-11.84,15.066667,18.466667,0.89,2.67,0.049515188,1.7858633,0.8404848,0.8841368
20190901T0900,1.1229141,5.234569,0.0,0.0,3.94,4.3,-5.06,-5.2,-11.81,-11.92,60.0,60.0,104.13,114.81,55.79654,61.746613,48.333458,53.063385
20190901T1000,4.8729143,7.174569,0.0,0.0,3.76,4.88,-4.77,-5.17,-11.83,-11.75,60.0,60.0,275.9,287.47,156.45268,163.56319,119.44731,123.906815
20190901T1100,7.962914,8.37457,0.0,0.0,5.21,5.68,-4.47,-4.93,-11.94,-11.77,60.0,60.0,425.41998,437.88,252.47295,260.62036,172.94704,177.25964
20190901T1200,9.922914,9.29457,0.0,0.0,7.01,6.42,-4.18,-4.76,-12.11,-11.92,52.97872,60.0,539.33997,549.13,330.7506,337.53156,208.58937,211.59846
20190901T1300,11.182914,10.134569,0.049288075,0.0056070485,8.21,7.2,-4.02,-4.45,-12.19,-12.07,45.31915,48.51064,605.2,614.1,378.2895,384.47958,226.91054,229.62039
20190901T1400,11.782914,10.87457,0.07428809,0.036440413,8.93,8.1,-3.58,-4.11,-12.42,-12.35,41.48936,38.297874,620.33,624.77997,389.6338,392.78073,230.69624,231.99924
20190901T1500,12.102914,11.254569,0.08762141,0.05227371,9.49,8.7,-3.31,-3.87,-12.98,-12.63,60.0,41.48936,590.07,588.29,367.1244,366.0598,222.94562,222.23016
20190901T1600,12.072914,11.40457,0.08637142,0.058523733,9.85,9.25,-3.04,-3.7,-13.52,-13.28,60.0,60.0,507.3,507.3,308.26715,308.05597,199.03284,199.24403
20190901T1700,11.702913,11.354569,0.07095472,0.056440394,9.89,9.64,-3.25,-3.37,-14.17,-14.17,60.0,60.0,384.47998,376.47,225.1409,220.1225,159.33908,156.3475
20190901T1800,10.9629135,10.934569,0.040121395,0.03894039,9.7,9.74,-3.28,-3.11,-14.99,-15.46,0.0,19.787235,215.37999,205.59,120.05473,114.33852,95.32526,91.25148
20190901T1900,9.842914,10.16457,0.0,0.006857077,9.07,9.53,-3.74,-3.35,-15.62,-15.8,0.0,0.0,37.38,26.699999,19.737127,14.142712,17.642874,12.557287
20190901T2000,7.6829143,9.28457,0.0,0.0,6.4,8.23,-4.94,-4.44,-15.69,-15.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T2100,6.172914,6.164569,0.0,0.0,4.72,4.68,-5.34,-5.38,-16.05,-15.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T2200,6.212914,5.414569,0.0,0.0,4.95,3.86,-6.75,-6.71,-16.86,-16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190901T2300,5.972914,5.874569,0.0,0.0,4.54,4.64,-7.53,-7.08,-17.61,-16.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0000,5.592914,6.0345693,0.0,0.0,4.63,4.77,-7.58,-7.49,-18.73,-17.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0100,3.9529142,5.234569,0.0,0.0,3.38,3.89,-8.54,-8.03,-18.96,-18.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0200,2.6629143,4.274569,0.0,0.0,2.35,3.42,-8.49,-8.28,-18.66,-18.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0300,1.8629141,4.024569,0.0,0.0,1.57,3.23,-8.3,-8.28,-18.06,-18.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0400,1.1329141,3.7245693,0.0,0.0,0.82,2.97,-8.01,-8.18,-17.79,-17.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0500,0.55291414,3.5445693,0.0,0.0,0.16,2.78,-7.67,-7.95,-17.7,-17.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0600,0.0029141307,3.2145693,0.0,0.0,-0.44,2.37,-7.45,-7.66,-17.47,-17.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190902T0700,-0.4670859,2.7745693,0.0,0.0,-0.95,1.9,-7.36,-7.43,-17.38,-17.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
