timestamp,Puerto Madryn Temperature [2 m elevation corrected],Puerto Pirámides Temperature [2 m elevation corrected],Puerto Madryn Growing Degree Days [2 m elevation corrected],Puerto Pirámides Growing Degree Days [2 m elevation corrected],Puerto Madryn Temperature [1000 mb],Puerto Pirámides Temperature [1000 mb],Puerto Madryn Temperature [850 mb],Puerto Pirámides Temperature [850 mb],Puerto Madryn Temperature [700 mb],Puerto Pirámides Temperature [700 mb],Puerto Madryn Sunshine Duration,Puerto Pirámides Sunshine Duration,Puerto Madryn Shortwave Radiation,Puerto Pirámides Shortwave Radiation,Puerto Madryn Direct Shortwave Radiation,Puerto Pirámides Direct Shortwave Radiation,Puerto Madryn Diffuse Shortwave Radiation,Puerto Pirámides Diffuse Shortwave Radiation
20190820T1300,8.672914,10.49457,0.0,0.020607075,4.95,7.12,-2.96,-2.95,-10.95,-10.93,60.0,60.0,530.44,536.67,325.74182,330.1457,204.6982,206.52428
20190820T1400,8.952913,11.104569,0.0,0.046023726,5.27,7.7,-2.93,-3.06,-10.77,-10.75,60.0,52.97872,550.91,552.69,340.24008,341.68658,210.66989,211.00343
20190820T1500,8.9629135,10.814569,0.0,0.033940393,5.36,7.37,-2.82,-3.03,-10.56,-10.64,60.0,51.06383,521.54,503.74,319.30295,308.47842,202.23703,195.26157
20190820T1600,8.682914,9.44457,0.0,0.0,5.39,6.08,-2.61,-2.34,-10.29,-10.41,60.0,40.851067,443.22,322.18,265.20853,218.67133,178.01147,103.50867
20190820T1700,8.242914,8.15457,0.0,0.0,5.27,4.82,-2.31,-1.71,-10.0,-10.01,57.31915,0.0,328.41,317.72998,189.47705,183.06413,138.93295,134.66585
20190820T1800,7.4329143,7.004569,0.0,0.0,5.21,4.16,-2.07,-1.4,-9.74,-9.71,54.255318,0.0,185.12,163.76,101.71371,89.78443,83.40629,73.97556
20190820T1900,5.172914,6.224569,0.0,0.0,5.26,3.9,-1.82,-1.16,-9.43,-9.44,42.945835,0.0,32.93,25.81,17.26005,13.510455,15.6699505,12.299544
20190820T2000,4.5229144,6.0345693,0.0,0.0,5.16,3.87,-1.63,-1.26,-9.17,-9.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190820T2100,3.9529142,4.704569,0.0,0.0,3.94,4.1,-1.5,-1.41,-8.92,-9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190820T2200,5.342914,4.024569,0.0,0.0,3.76,4.9,-1.36,-1.52,-8.58,-8.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190820T2300,4.9129143,3.7345693,0.0,0.0,4.71,5.74,-1.33,-1.54,-8.28,-8.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0000,5.202914,4.114569,0.0,0.0,5.31,6.31,-1.49,-1.39,-8.01,-8.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0100,6.1629143,5.274569,0.0,0.0,6.1,6.0,-1.56,-1.48,-7.92,-8.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0200,7.3929143,6.154569,0.0,0.0,6.5,5.48,-1.84,-1.91,-7.13,-7.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0300,6.9329143,6.634569,0.0,0.0,5.65,5.4,-1.78,-2.0,-7.31,-7.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0400,6.6229143,6.274569,0.0,0.0,5.25,4.83,-1.48,-1.93,-7.16,-7.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0500,6.552914,5.974569,0.0,0.0,5.11,4.5,-1.32,-1.7,-6.56,-6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0600,6.592914,6.0545692,0.0,0.0,5.25,4.56,-1.05,-1.38,-7.1,-6.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0700,6.722914,6.3045692,0.0,0.0,5.45,4.96,-0.6,-0.6,-7.49,-7.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0800,6.972914,6.704569,0.0,0.0,5.74,5.49,-0.07,-0.22,-7.31,-6.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T0900,7.262914,6.584569,0.0,0.0,5.55,4.92,-0.41,-0.29,-6.97,-5.63,0.0,0.0,24.92,20.47,14.836751,14.194499,10.083249,6.2755003
20190821T1000,8.142914,7.324569,0.0,0.0,6.07,5.33,-0.04,0.04,-6.89,-6.37,0.0,0.0,104.13,81.88,75.44983,34.22995,28.68017,47.650047
20190821T1100,8.802914,7.594569,0.0,0.0,6.5,5.58,0.89,0.46,-6.81,-6.45,0.0,0.0,172.66,101.46,93.16149,10.5293045,79.49851,90.930695
20190821T1200,9.382914,7.884569,0.0,0.0,6.81,5.79,1.19,0.67,-6.52,-6.4,0.0,0.0,280.35,121.04,195.05551,5.6313553,85.2945,115.408646
20190821T1300,10.242913,8.11457,0.010121386,0.0,7.53,5.99,1.42,0.93,-5.88,-6.25,0.0,0.0,354.22,163.76,275.0326,13.496841,79.187416,150.26315
20190821T1400,11.192914,8.564569,0.04970475,0.0,8.52,6.41,1.31,1.21,-6.06,-6.15,0.0,0.0,404.94998,178.0,289.94034,19.197845,115.009636,158.80215
20190821T1500,11.782914,9.134569,0.07428809,0.0,9.41,6.85,1.49,1.55,-6.68,-5.91,0.0,0.0,346.21,231.4,269.90637,82.114624,76.30361,149.28537
20190821T1600,12.752913,9.66457,0.11470473,0.0,10.4,7.39,2.19,1.6,-7.17,-5.62,55.97872,0.0,388.93,265.22,234.95619,186.73352,153.9738,78.48648
20190821T1700,12.762914,9.87457,0.1151214,0.0,10.86,7.86,2.4,2.27,-8.17,-6.48,60.0,0.0,330.19,227.84,190.74066,147.2468,139.44934,80.59319
20190821T1800,11.992913,9.564569,0.083038054,0.0,10.85,8.13,2.67,2.61,-8.36,-7.37,60.0,42.765953,176.22,169.98999,96.94011,93.31138,79.27989,76.67861
20190821T1900,9.852914,8.44457,0.0,0.0,10.26,8.16,2.72,2.36,-9.21,-8.03,44.15,41.416668,29.369999,29.369999,15.403517,15.383278,13.966482,13.986721
20190821T2000,8.502913,8.41457,0.0,0.0,9.85,8.59,2.24,2.3,-9.56,-8.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T2100,8.172914,8.384569,0.0,0.0,10.3,9.04,1.75,2.32,-9.65,-9.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T2200,6.592914,8.41457,0.0,0.0,12.26,9.45,1.73,2.13,-9.3,-9.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190821T2300,5.752914,8.474569,0.0,0.0,12.63,9.82,1.88,1.86,-9.48,-9.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0000,6.002914,7.644569,0.0,0.0,13.09,11.3,1.73,1.62,-9.36,-9.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0100,6.452914,7.104569,0.0,0.0,10.89,12.42,1.5,1.74,-8.81,-9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0200,7.0429144,6.014569,0.0,0.0,10.03,11.18,1.62,1.65,-8.54,-8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0300,6.2729144,6.574569,0.0,0.0,9.35,9.61,1.87,1.51,-8.42,-8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0400,5.8129144,7.004569,0.0,0.0,8.63,9.41,1.92,1.79,-8.34,-8.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0500,5.192914,6.864569,0.0,0.0,8.7,8.45,1.83,1.74,-8.07,-8.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0600,4.652914,6.414569,0.0,0.0,8.65,8.08,1.62,1.71,-7.75,-8.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0700,4.212914,5.974569,0.0,0.0,8.44,8.06,1.46,1.65,-7.24,-7.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0800,3.7429142,5.504569,0.0,0.0,8.34,7.72,1.45,1.46,-6.66,-7.29,0.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0
20190822T0900,5.532914,7.194569,0.0,0.0,6.7,7.22,1.85,1.81,-7.35,-7.24,58.833332,60.0,56.07,64.08,29.629961,33.928352,26.440039,30.151651
20190822T1000,8.272914,9.08457,0.0,0.0,6.25,7.13,1.84,1.63,-7.14,-6.99,60.0,60.0,217.16,227.84,121.06339,127.45838,96.09661,100.381615
20190822T1100,10.552914,10.2745695,0.023038069,0.011440396,7.76,7.55,1.73,1.62,-6.76,-6.7,60.0,60.0,364.00998,373.8,212.53716,218.90784,151.47282,154.89215
20190822T1200,12.432914,11.264569,0.10137141,0.052690387,9.23,8.23,1.58,1.84,-6.27,-6.26,60.0,60.0,475.25998,483.27,286.96024,292.49994,188.29974,190.77003
20190822T1300,13.762914,12.184569,0.15678807,0.09102372,10.38,8.95,1.7,2.18,-5.84,-5.83,60.0,60.0,544.68,550.02,335.4604,339.33728,209.21959,210.68275
20190822T1400,14.642914,12.964569,0.19345474,0.12352371,11.28,9.76,1.97,2.45,-5.61,-5.59,60.0,60.0,566.04,567.82,350.5606,352.0142,215.47939,215.80582
20190822T1500,15.032914,13.40457,0.20970476,0.14185707,11.81,10.32,2.36,2.76,-5.52,-5.51,60.0,60.0,535.77997,535.77997,328.89984,328.97177,206.88013,206.8082
20190822T1600,15.112914,13.54457,0.21303809,0.14769042,12.22,10.78,2.79,2.9,-5.43,-5.54,60.0,60.0,457.46,454.78998,274.43365,272.6725,183.02634,182.11751
20190822T1700,14.852914,13.36457,0.20220475,0.14019041,12.38,11.0,3.11,2.99,-5.29,-5.54,60.0,60.0,336.41998,331.08,194.57977,191.22534,141.84021,139.85464
20190822T1800,13.752913,12.37457,0.1563714,0.09894041,12.36,11.01,3.33,3.43,-5.13,-5.35,60.0,60.0,183.34,177.11,100.977776,97.33535,82.36222,79.77465
20190822T1900,12.122913,10.884569,0.08845472,0.03685705,12.29,11.1,3.57,3.76,-4.9,-5.13,45.2,42.45,32.04,27.59,16.814098,14.459693,15.2259035,13.130307
20190822T2000,11.472914,9.91457,0.061371405,0.0,12.14,11.26,3.88,4.04,-4.38,-4.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T2100,11.082913,8.98457,0.04512139,0.0,11.98,11.25,4.16,4.18,-3.96,-4.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T2200,10.382914,8.15457,0.015954733,0.0,11.82,11.04,4.49,4.44,-3.54,-4.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190822T2300,9.272914,7.114569,0.0,0.0,11.56,10.61,4.6,4.33,-3.12,-3.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0000,8.082914,6.384569,0.0,0.0,11.28,10.34,4.53,4.45,-2.82,-3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0100,7.1229143,6.074569,0.0,0.0,11.12,10.4,4.14,4.15,-3.18,-3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0200,5.9329143,5.964569,0.0,0.0,9.8,10.39,4.28,4.24,-3.14,-3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0300,5.572914,5.5545692,0.0,0.0,9.24,10.19,4.62,4.82,-3.15,-3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0400,5.672914,5.2845693,0.0,0.0,8.96,9.92,5.61,5.05,-2.51,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0500,6.192914,5.674569,0.0,0.0,8.99,9.81,4.76,4.84,-2.08,-2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0600,7.3729143,6.584569,0.0,0.0,8.76,9.65,4.97,4.49,-1.61,-2.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0700,7.3529143,7.514569,0.0,0.0,8.64,9.45,4.5,4.19,-1.67,-1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0800,7.472914,7.764569,0.0,0.0,8.62,9.75,4.44,4.24,-1.44,-1.71,0.0,0.32482263,0.0,0.0,0.0,0.0,0.0,0.0
20190823T0900,8.262914,9.004569,0.0,0.0,8.8,9.83,4.89,5.05,-1.67,-1.87,46.787235,53.29787,66.75,76.54,35.3043,40.56054,31.445702,35.97946
20190823T1000,11.652914,11.644569,0.068871416,0.06852373,9.9,10.29,4.46,5.07,-1.57,-1.84,13.404254,42.0,224.28,242.08,125.23571,135.64322,99.04429,106.43678
20190823T1100,13.922914,13.344569,0.16345473,0.13935705,11.9,11.2,5.02,5.07,-1.42,-1.78,0.0,0.0,327.52,369.35,191.53078,216.63835,135.98921,152.71165
20190823T1200,14.782914,14.144569,0.19928809,0.17269039,12.95,12.02,5.74,4.89,-1.52,-1.82,0.0,0.0,329.3,408.50998,284.65652,259.41656,44.64346,149.09341
20190823T1300,15.082913,14.474569,0.21178806,0.1864404,13.25,12.55,6.53,5.03,-1.99,-1.51,0.0,0.0,296.37,358.66998,160.90585,267.297,135.46414,91.37298
20190823T1400,15.322914,14.33457,0.2217881,0.18060708,13.55,12.68,6.93,5.4,-2.37,-1.59,0.0,0.0,299.04,276.79,151.85323,117.749374,147.18678,159.04063
20190823T1500,15.2129135,14.19457,0.21720473,0.17477374,13.6,12.74,7.33,5.83,-2.85,-1.79,0.0,0.0,279.46,226.95,142.67816,72.54407,136.78183,154.40593
20190823T1600,15.012914,14.854569,0.20887141,0.20227373,13.59,13.51,8.14,6.62,-3.97,-2.44,0.0,0.0,252.76,244.75,155.37915,143.36992,97.38084,101.38008
20190823T1700,15.292913,14.73457,0.22053806,0.19727373,13.98,13.78,8.44,6.79,-4.69,-4.26,0.0,0.0,228.73,180.67,152.31949,124.83368,76.41051,55.83632
20190823T1800,14.642914,14.134569,0.19345474,0.17227371,13.97,13.63,7.46,7.07,-3.8,-3.83,0.0,0.0,112.14,91.67,69.37514,78.46707,42.76486,13.202927
20190823T1900,13.872913,13.36457,0.1613714,0.14019041,13.59,13.16,7.27,6.55,-3.63,-3.01,0.0,0.0,16.02,17.8,10.040971,9.597321,5.9790297,8.202679
20190823T2000,13.232914,13.004569,0.13470475,0.12519038,12.97,13.04,7.58,6.32,-4.4,-3.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T2100,12.222914,12.554569,0.09262141,0.10644039,12.2,12.76,7.6,6.32,-3.67,-3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T2200,11.662913,12.344569,0.06928805,0.09769038,11.89,12.39,7.98,6.56,-3.59,-3.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190823T2300,11.052914,12.184569,0.043871403,0.09102372,11.77,12.11,7.98,7.47,-4.41,-3.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0000,9.972914,11.24457,0.0,0.051857073,11.05,11.23,7.66,8.05,-3.91,-3.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0100,9.282914,10.83457,0.0,0.03477375,11.34,11.03,7.32,7.93,-4.14,-3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0200,8.292913,9.41457,0.0,0.0,11.39,10.58,6.74,7.73,-4.46,-3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0300,8.252913,9.29457,0.0,0.0,11.62,8.94,6.83,7.28,-4.38,-3.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0400,8.332913,8.764569,0.0,0.0,11.18,8.63,6.37,6.86,-4.5,-3.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0500,8.222914,7.834569,0.0,0.0,10.83,9.84,6.13,6.68,-4.57,-3.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0600,9.4629135,7.0345693,0.0,0.0,10.99,8.93,5.73,6.5,-4.25,-3.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0700,8.062914,6.474569,0.0,0.0,10.61,9.0,5.52,6.24,-4.88,-3.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0800,8.732914,7.244569,0.0,0.0,10.62,10.21,5.5,6.12,-4.72,-4.01,0.0,4.1489363,0.0,0.0,0.0,0.0,0.0,0.0
20190824T0900,7.742914,9.2745695,0.0,0.0,11.1,9.53,5.62,6.15,-4.16,-3.81,55.97872,56.55319,70.31,80.1,37.22065,42.485176,33.089348,37.614822
20190824T1000,12.222914,12.07457,0.09262141,0.08644041,12.01,10.83,5.4,5.95,-3.99,-3.33,1.2765956,33.19149,234.06999,243.86,130.92274,136.86972,103.14725,106.99029
20190824T1100,15.7129135,14.69457,0.23803806,0.19560707,13.84,13.18,5.21,5.86,-4.21,-3.45,0.0,0.0,356.88998,347.99,209.04474,204.43909,147.84525,143.5509
20190824T1200,16.672915,15.65457,0.2780381,0.23560707,14.72,13.99,5.1,5.74,-4.42,-3.4,0.0,0.0,422.75,368.46,260.20837,252.8133,162.54161,115.6467
20190824T1300,17.772915,16.414568,0.32387146,0.26727366,15.58,14.33,5.0,5.66,-4.47,-3.12,46.595745,54.255318,509.08,441.44,314.45465,301.63107,194.62535,139.80893
20190824T1400,18.532915,17.084568,0.35553813,0.29519033,16.42,15.1,4.74,5.43,-4.87,-3.11,38.297874,36.38298,566.04,569.6,351.54468,354.10217,214.49529,215.49782
20190824T1500,18.962915,17.46457,0.3734548,0.3110237,17.06,15.63,4.59,5.15,-5.11,-3.65,0.0,0.0,529.55,527.77,325.9489,324.9181,203.60107,202.85194
20190824T1600,18.602915,16.754568,0.3584548,0.28144035,17.31,15.69,4.76,5.06,-4.99,-3.69,0.0,0.0,323.96,270.56,226.96548,185.09404,96.99451,85.46596
20190824T1700,18.842915,16.96457,0.36845478,0.29019037,17.53,15.86,4.85,5.28,-5.1,-4.1,60.0,0.0,310.61,169.09999,180.09712,101.51393,130.51286,67.58606
20190824T1800,17.322914,15.91457,0.30512142,0.24644041,16.83,15.34,5.24,5.86,-5.31,-4.26,60.0,60.0,187.79,168.20999,103.67708,92.664345,84.112915,75.54565
20190824T1900,13.982914,12.004569,0.16595475,0.08352371,14.84,12.82,6.02,6.36,-5.36,-4.74,47.316666,44.55,35.6,31.15,18.70519,16.34523,16.894808,14.804769
20190824T2000,13.022914,10.48457,0.12595475,0.020190397,13.12,11.86,6.86,7.04,-5.71,-4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T2100,11.922914,10.15457,0.0801214,0.006440401,12.1,11.81,6.34,7.69,-5.99,-5.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T2200,11.202913,10.16457,0.050121386,0.006857077,11.68,11.82,5.58,6.95,-6.14,-5.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190824T2300,9.942914,9.94457,0.0,0.0,11.72,11.43,4.82,6.0,-6.03,-5.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0000,9.792913,10.0245695,0.0,0.0010237297,11.38,11.54,4.13,5.02,-6.84,-6.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0100,9.312914,10.48457,0.0,0.020190397,10.84,11.88,3.22,4.46,-7.15,-6.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0200,8.292913,9.86457,0.0,0.0,9.95,11.63,2.45,3.79,-7.23,-6.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0300,7.532914,9.264569,0.0,0.0,8.95,10.59,2.23,2.81,-7.54,-7.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0400,6.692914,8.5245695,0.0,0.0,8.29,9.87,1.92,2.33,-8.01,-7.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0500,6.052914,7.874569,0.0,0.0,7.5,9.44,1.74,2.18,-8.12,-7.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0600,5.482914,7.024569,0.0,0.0,6.81,9.13,1.84,1.81,-8.14,-7.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0700,4.862914,6.5545692,0.0,0.0,6.42,8.68,1.59,2.08,-8.43,-7.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0800,4.052914,6.014569,0.0,0.0,6.4,8.13,1.59,1.87,-8.76,-8.05,3.5333333,7.016667,0.0,0.0,0.0,0.0,0.0,0.0
20190825T0900,7.3529143,8.73457,0.0,0.0,6.88,7.97,2.52,3.0,-7.25,-6.5,59.61702,60.0,76.54,83.659996,40.555557,44.435463,35.984444,39.224533
20190825T1000,9.9629135,10.37457,0.0,0.015607079,8.03,8.54,2.23,2.84,-7.25,-6.42,59.808514,60.0,244.75,242.97,137.12895,136.60051,107.62105,106.36949
20190825T1100,11.732914,11.24457,0.07220475,0.051857073,9.35,8.93,1.94,2.55,-7.24,-6.42,60.0,60.0,386.25998,389.82,226.6164,229.38435,159.64359,160.43565
20190825T1200,13.102914,12.12457,0.12928808,0.088523746,10.45,9.57,1.83,2.45,-7.14,-6.28,57.31915,56.93617,496.62,502.85,301.24377,305.7492,195.37624,197.10081
20190825T1300,14.072914,12.82457,0.16970475,0.11769041,11.37,10.19,1.73,2.47,-7.01,-6.15,56.93617,56.55319,566.93,568.70996,350.70804,352.40958,216.22195,216.30038
20190825T1400,14.672914,13.514569,0.19470473,0.14644039,12.1,10.94,1.56,2.48,-6.91,-6.16,56.744682,55.78723,584.73,584.73,363.66626,364.0188,221.06374,220.7112
20190825T1500,14.972914,14.014569,0.20720474,0.16727372,12.59,11.63,1.37,2.5,-6.72,-6.06,57.12766,49.148937,554.47,551.8,341.74832,340.1671,212.72165,211.63287
20190825T1600,15.032914,14.41457,0.20970476,0.18394041,12.88,12.36,1.38,2.57,-6.33,-5.66,57.31915,45.95745,477.93,471.69998,287.82336,283.89716,190.10661,187.80284
20190825T1700,14.332913,14.564569,0.18053806,0.19019039,12.44,12.88,1.95,2.66,-5.86,-5.23,50.425533,42.765953,358.66998,351.55,208.2209,203.79814,150.44908,147.75185
20190825T1800,11.972914,14.224569,0.08220474,0.17602372,10.61,13.12,2.67,2.85,-5.65,-5.14,41.48936,38.297874,206.48,198.47,114.13237,109.46419,92.347626,89.00581
20190825T1900,8.882914,11.73457,0.0,0.07227373,9.09,12.47,2.81,2.92,-5.6,-5.18,0.0,28.610815,44.5,38.27,23.39579,20.09344,21.10421,18.176561
20190825T2000,9.152914,9.854569,0.0,0.0,9.96,10.35,2.83,3.11,-5.76,-5.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T2100,8.362914,9.44457,0.0,0.0,10.06,9.13,3.23,3.32,-6.12,-5.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T2200,8.802914,9.70457,0.0,0.0,9.2,9.02,3.75,3.54,-6.48,-6.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190825T2300,8.892914,9.24457,0.0,0.0,8.64,8.84,4.15,3.66,-6.68,-6.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0000,9.042913,9.054569,0.0,0.0,8.76,8.68,4.76,3.67,-6.75,-6.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0100,8.842914,8.36457,0.0,0.0,8.58,8.54,4.85,4.05,-7.24,-6.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0200,9.422914,8.264569,0.0,0.0,9.0,8.55,3.92,4.72,-6.51,-6.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0300,8.882914,9.814569,0.0,0.0,8.9,9.63,4.65,4.81,-7.07,-6.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0400,9.382914,10.24457,0.0,0.010190408,9.33,10.28,4.8,4.84,-6.66,-6.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0500,10.012914,10.304569,0.000538071,0.012690385,9.8,10.28,5.39,4.56,-6.13,-6.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0600,10.4629135,10.644569,0.019288063,0.026857058,10.26,10.48,5.41,4.87,-5.71,-5.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0700,9.672914,10.94457,0.0,0.039357066,9.64,10.74,6.02,5.25,-6.15,-5.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0800,9.802914,10.714569,0.0,0.029773712,9.73,10.62,5.77,6.29,-5.9,-5.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T0900,12.532914,11.0245695,0.10553809,0.042690396,12.33,10.5,4.39,5.66,-6.87,-6.71,0.0,0.0,20.47,37.38,11.291499,22.383717,9.1785,14.9962845
20190826T1000,13.222914,11.58457,0.13428807,0.066023745,12.83,10.97,4.15,5.59,-8.48,-7.7,0.0,0.0,58.739998,80.99,7.1569824,23.730736,51.583015,57.259262
20190826T1100,14.152914,12.45457,0.17303808,0.10227374,13.44,11.49,2.87,5.09,-8.49,-8.22,0.0,0.0,107.689995,124.6,11.167236,21.513855,96.52276,103.08614
20190826T1200,17.032915,13.62457,0.29303813,0.15102375,15.33,12.11,1.82,3.02,-7.45,-8.52,53.61702,0.0,390.71,306.16,259.7771,212.37363,130.9329,93.78638
20190826T1300,17.602915,14.814569,0.3167881,0.20060706,15.73,12.96,1.97,2.48,-8.42,-7.33,21.702127,0.0,561.58997,512.64,347.91748,321.8322,213.6725,190.80779
20190826T1400,17.982914,16.23457,0.33262143,0.25977373,16.06,14.39,2.35,2.39,-10.5,-7.92,53.61702,0.0,570.49,551.8,355.3089,343.99823,215.18108,207.80176
20190826T1500,17.962915,17.31457,0.33178815,0.30477372,16.16,15.64,2.45,2.3,-11.24,-9.65,53.61702,53.61702,523.32,487.72,322.9817,307.2645,200.3383,180.4555
20190826T1600,17.252914,17.71457,0.30220476,0.32144037,15.64,16.31,2.07,2.89,-11.81,-10.36,53.61702,53.61702,448.56,439.66,270.48245,264.95038,178.07755,174.70961
20190826T1700,16.282915,17.05457,0.26178813,0.2939404,14.84,15.86,1.43,2.76,-12.29,-11.23,53.61702,53.61702,333.75,323.96,193.99283,188.03355,139.75717,135.92644
20190826T1800,14.622913,15.014569,0.1926214,0.20894039,13.63,14.33,0.5,1.76,-13.01,-11.62,60.0,60.0,188.68,183.34,104.41796,101.2392,84.26203,82.1008
20190826T1900,12.552914,13.07457,0.1063714,0.12810707,12.39,12.92,-0.2,0.84,-12.8,-12.27,49.416668,44.13706,42.72,36.489998,22.47366,19.170425,20.246342,17.319572
20190826T2000,11.052914,11.90457,0.043871403,0.079357065,11.23,12.02,-0.97,-0.06,-11.9,-11.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T2100,9.722914,11.014569,0.0,0.04227372,10.32,11.31,-1.38,-0.69,-10.62,-10.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T2200,8.282914,10.04457,0.0,0.001857082,9.58,10.5,-1.7,-1.08,-9.61,-9.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20190826T2300,6.9129143,9.08457,0.0,0.0,8.93,9.8,-2.19,-1.37,-8.87,-8.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
